Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Guinea-Bissau,11.8037,-15.1804,2020-05-02,257,1,19,237,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-02,16,1,4,11,Africa
,Angola,-11.2027,17.8739,2020-05-03,35,2,11,22,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-03,165,2,33,130,Africa
,Mozambique,-18.665695,35.529562,2020-05-03,80,0,0,80,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-03,257,1,19,237,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-03,16,1,4,11,Africa
,Angola,-11.2027,17.8739,2020-05-04,35,2,11,22,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-04,175,2,37,136,Africa
,Mozambique,-18.665695,35.529562,2020-05-04,80,0,0,80,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-04,413,1,19,393,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-04,23,3,4,16,Africa
,Angola,-11.2027,17.8739,2020-05-05,36,2,11,23,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-05,186,2,37,147,Africa
,Mozambique,-18.665695,35.529562,2020-05-05,81,0,0,81,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-05,413,1,19,393,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-05,174,3,4,167,Africa
,Angola,-11.2027,17.8739,2020-05-06,36,2,11,23,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-06,191,2,38,151,Africa
,Mozambique,-18.665695,35.529562,2020-05-06,81,0,0,81,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-06,475,2,24,449,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-06,174,3,4,167,Africa
,Angola,-11.2027,17.8739,2020-05-07,36,2,11,23,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-07,218,2,38,178,Africa
,Mozambique,-18.665695,35.529562,2020-05-07,81,0,0,81,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-07,564,2,25,537,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-07,187,4,4,179,Africa
,Angola,-11.2027,17.8739,2020-05-08,43,2,11,30,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-08,230,2,44,184,Africa
,Mozambique,-18.665695,35.529562,2020-05-08,82,0,0,82,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-08,594,2,25,567,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-08,208,5,4,199,Africa
,Angola,-11.2027,17.8739,2020-05-09,43,2,13,28,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-09,236,2,56,178,Africa
,Mozambique,-18.665695,35.529562,2020-05-09,87,0,0,87,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-09,641,3,25,613,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-09,208,5,4,199,Africa
,Angola,-11.2027,17.8739,2020-05-10,45,2,13,30,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-10,246,2,56,188,Africa
,Mozambique,-18.665695,35.529562,2020-05-10,91,0,0,91,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-10,726,3,26,697,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-10,208,5,4,199,Africa
,Angola,-11.2027,17.8739,2020-05-11,45,2,13,30,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-11,260,2,58,200,Africa
,Mozambique,-18.665695,35.529562,2020-05-11,103,0,0,103,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-11,761,3,26,732,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-11,208,5,4,199,Africa
,Angola,-11.2027,17.8739,2020-05-12,45,2,13,30,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-12,267,2,58,207,Africa
,Mozambique,-18.665695,35.529562,2020-05-12,104,0,0,104,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-12,820,3,26,791,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-12,208,5,4,199,Africa
,Angola,-11.2027,17.8739,2020-05-13,45,2,14,29,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-13,289,2,61,226,Africa
,Mozambique,-18.665695,35.529562,2020-05-13,104,0,0,104,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-13,836,3,26,807,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-13,220,6,4,210,Africa
,Angola,-11.2027,17.8739,2020-05-14,48,2,14,32,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-14,315,2,67,246,Africa
,Mozambique,-18.665695,35.529562,2020-05-14,115,0,0,115,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-14,913,3,26,884,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-14,235,7,4,224,Africa
,Angola,-11.2027,17.8739,2020-05-15,48,2,17,29,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-15,326,2,67,257,Africa
,Mozambique,-18.665695,35.529562,2020-05-15,119,0,0,119,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-15,913,3,26,884,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-15,235,7,4,224,Africa
,Angola,-11.2027,17.8739,2020-05-16,48,2,17,29,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-16,328,3,84,241,Africa
,Mozambique,-18.665695,35.529562,2020-05-16,129,0,0,129,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-16,969,4,26,939,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-16,235,7,4,224,Africa
,Angola,-11.2027,17.8739,2020-05-17,48,2,17,29,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-17,328,3,84,241,Africa
,Mozambique,-18.665695,35.529562,2020-05-17,137,0,0,137,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-17,990,4,26,960,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-17,235,7,4,224,Africa
,Angola,-11.2027,17.8739,2020-05-18,50,3,17,30,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-18,328,3,85,240,Africa
,Mozambique,-18.665695,35.529562,2020-05-18,145,0,0,145,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-18,1032,4,38,990,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-18,246,7,4,235,Africa
,Angola,-11.2027,17.8739,2020-05-19,52,3,17,32,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-19,335,3,85,247,Africa
,Mozambique,-18.665695,35.529562,2020-05-19,146,0,0,146,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-19,1038,6,42,990,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-19,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-20,52,3,17,32,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-20,349,3,85,261,Africa
,Mozambique,-18.665695,35.529562,2020-05-20,156,0,0,156,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-20,1089,6,42,1041,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-20,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-21,58,3,17,38,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-21,356,3,95,258,Africa
,Mozambique,-18.665695,35.529562,2020-05-21,162,0,0,162,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-21,1109,6,42,1061,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-21,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-22,60,3,17,40,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-22,362,3,95,264,Africa
,Mozambique,-18.665695,35.529562,2020-05-22,164,0,0,164,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-22,1114,6,42,1066,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-22,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-23,61,4,18,39,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-23,371,3,142,226,Africa
,Mozambique,-18.665695,35.529562,2020-05-23,168,0,0,168,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-23,1114,6,42,1066,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-23,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-24,69,4,18,47,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-24,380,3,155,222,Africa
,Mozambique,-18.665695,35.529562,2020-05-24,194,0,0,194,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-24,1114,6,42,1066,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-24,251,8,4,239,Africa
,Angola,-11.2027,17.8739,2020-05-25,70,4,18,48,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-25,390,3,155,232,Africa
,Mozambique,-18.665695,35.529562,2020-05-25,209,1,0,208,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-25,1178,7,42,1129,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-25,299,11,4,284,Africa
,Angola,-11.2027,17.8739,2020-05-26,70,4,18,48,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-26,390,4,155,231,Africa
,Mozambique,-18.665695,35.529562,2020-05-26,213,1,0,212,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-26,1178,7,42,1129,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-26,441,12,68,361,Africa
,Angola,-11.2027,17.8739,2020-05-27,71,4,18,49,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-27,390,4,155,231,Africa
,Mozambique,-18.665695,35.529562,2020-05-27,227,1,0,226,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-27,1195,7,42,1146,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-27,443,12,68,363,Africa
,Angola,-11.2027,17.8739,2020-05-28,74,4,18,52,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-28,390,4,155,231,Africa
,Mozambique,-18.665695,35.529562,2020-05-28,233,2,0,231,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-28,1195,8,42,1145,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-28,458,12,68,378,Africa
,Angola,-11.2027,17.8739,2020-05-29,81,4,18,59,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-29,405,4,155,246,Africa
,Mozambique,-18.665695,35.529562,2020-05-29,234,2,0,232,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-29,1256,8,42,1206,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-29,463,12,68,383,Africa
,Angola,-11.2027,17.8739,2020-05-30,84,4,18,62,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-30,421,4,167,250,Africa
,Mozambique,-18.665695,35.529562,2020-05-30,244,2,0,242,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-30,1256,8,42,1206,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-30,479,12,68,399,Africa
,Angola,-11.2027,17.8739,2020-05-31,86,4,18,64,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-31,435,4,193,238,Africa
,Mozambique,-18.665695,35.529562,2020-05-31,254,2,0,252,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-05-31,1256,8,42,1206,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-05-31,483,12,68,403,Africa
,Angola,-11.2027,17.8739,2020-06-01,86,4,18,64,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-01,458,4,193,261,Africa
,Mozambique,-18.665695,35.529562,2020-06-01,254,2,0,252,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-01,1339,8,53,1278,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-01,484,12,68,404,Africa
,Angola,-11.2027,17.8739,2020-06-02,86,4,18,64,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-02,466,5,237,224,Africa
,Mozambique,-18.665695,35.529562,2020-06-02,307,2,0,305,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-02,1339,8,53,1278,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-02,484,12,68,404,Africa
,Angola,-11.2027,17.8739,2020-06-03,86,4,18,64,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-03,477,5,238,234,Africa
,Mozambique,-18.665695,35.529562,2020-06-03,316,2,0,314,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-03,1339,8,53,1278,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-03,484,12,68,404,Africa
,Angola,-11.2027,17.8739,2020-06-04,86,4,18,64,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-04,502,5,239,258,Africa
,Mozambique,-18.665695,35.529562,2020-06-04,352,2,0,350,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-04,1339,8,53,1278,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-04,485,12,68,405,Africa
,Angola,-11.2027,17.8739,2020-06-05,86,4,21,61,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-05,536,5,239,292,Africa
,Mozambique,-18.665695,35.529562,2020-06-05,354,2,0,352,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-05,1368,12,153,1203,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-05,499,12,68,419,Africa
,Angola,-11.2027,17.8739,2020-06-06,88,4,24,60,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-06,542,5,240,297,Africa
,Mozambique,-18.665695,35.529562,2020-06-06,409,2,0,407,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-06,1368,12,153,1203,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-06,499,12,68,419,Africa
,Angola,-11.2027,17.8739,2020-06-07,91,4,24,63,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-07,554,5,240,309,Africa
,Mozambique,-18.665695,35.529562,2020-06-07,424,2,0,422,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-07,1368,12,153,1203,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-07,513,12,68,433,Africa
,Angola,-11.2027,17.8739,2020-06-08,92,4,38,50,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-08,567,5,266,296,Africa
,Mozambique,-18.665695,35.529562,2020-06-08,433,2,0,431,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-08,1389,12,153,1224,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-08,513,12,68,433,Africa
,Angola,-11.2027,17.8739,2020-06-09,96,4,38,54,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-09,585,5,270,310,Africa
,Mozambique,-18.665695,35.529562,2020-06-09,453,2,0,451,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-09,1389,12,153,1224,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-09,514,12,76,426,Africa
,Angola,-11.2027,17.8739,2020-06-10,113,4,40,69,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-10,615,5,294,316,Africa
,Mozambique,-18.665695,35.529562,2020-06-10,472,2,0,470,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-10,1389,12,153,1224,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-10,611,12,135,464,Africa
,Angola,-11.2027,17.8739,2020-06-11,118,5,41,72,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-11,657,6,294,357,Africa
,Mozambique,-18.665695,35.529562,2020-06-11,489,2,0,487,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-11,1389,12,153,1224,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-11,632,12,146,474,Africa
,Angola,-11.2027,17.8739,2020-06-12,130,5,42,83,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-12,697,6,294,397,Africa
,Mozambique,-18.665695,35.529562,2020-06-12,509,2,0,507,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-12,1460,15,153,1292,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-12,639,12,156,471,Africa
,Angola,-11.2027,17.8739,2020-06-13,138,6,61,71,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-13,726,6,294,426,Africa
,Mozambique,-18.665695,35.529562,2020-06-13,553,2,0,551,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-13,1460,15,153,1292,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-13,659,12,176,471,Africa
,Angola,-11.2027,17.8739,2020-06-14,140,6,61,73,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-14,750,6,301,443,Africa
,Mozambique,-18.665695,35.529562,2020-06-14,583,3,0,580,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-14,1460,15,153,1292,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-14,661,12,177,472,Africa
,Angola,-11.2027,17.8739,2020-06-15,142,6,64,72,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-15,760,7,340,413,Africa
,Mozambique,-18.665695,35.529562,2020-06-15,609,3,0,606,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-15,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-15,662,12,177,473,Africa
,Angola,-11.2027,17.8739,2020-06-16,148,6,64,78,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-16,781,7,354,420,Africa
,Mozambique,-18.665695,35.529562,2020-06-16,638,4,0,634,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-16,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-16,671,12,182,477,Africa
,Angola,-11.2027,17.8739,2020-06-17,155,7,64,84,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-17,792,7,377,408,Africa
,Mozambique,-18.665695,35.529562,2020-06-17,651,4,0,647,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-17,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-17,683,12,188,483,Africa
,Angola,-11.2027,17.8739,2020-06-18,166,8,64,94,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-18,823,7,377,439,Africa
,Mozambique,-18.665695,35.529562,2020-06-18,662,4,0,658,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-18,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-18,688,12,191,485,Africa
